pmid	year	journal	type	queries	title
26433553	2015	Semin Oncol	Journal Article;Research Support, N.I.H., Extramural;Review	Q4_lung_atlas	The Master Protocol Concept.
26408303	2015	Chin Clin Oncol	Journal Article;Review	Q4_lung_atlas	Lung-MAP--framework, overview, and design principles.
26390342	2015	ACS Chem Biol	Journal Article	Q4_lung_atlas	Chemoproteomics Reveals Novel Protein and Lipid Kinase Targets of Clinical CDK4/6 Inhibitors in Lung Cancer.
25979930	2015	Clin Cancer Res	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Review	Q4_lung_atlas	Squamous cell lung cancer: from tumor genomics to cancer therapeutics.
25680375	2015	Clin Cancer Res	Clinical Trial, Phase II;Journal Article;Randomized Controlled Trial;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q4_lung_atlas	Lung Master Protocol (Lung-MAP)-A Biomarker-Driven Protocol for Accelerating Development of Therapies for Squamous Cell Lung Cancer: SWOG S1400.
25676724	2015	Clin Pharmacol Ther	Journal Article;Review	Q4_lung_atlas	Innovative Clinical Trials: The LUNG-MAP Study.
26340163	2015	Chem Res Toxicol	Journal Article;Research Support, N.I.H., Extramural	Q9_copd_asthma_tf	Untargeted Proteomics and Systems-Based Mechanistic Investigation of Artesunate in Human Bronchial Epithelial Cells.
26148454	2015	Arch Pharm (Weinheim)	Journal Article;Research Support, Non-U.S. Gov't;Review	Q9_copd_asthma_tf	Pulmonary Delivery of siRNA via Polymeric Vectors as Therapies of Asthma.
26026068	2015	J Leukoc Biol	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Review	Q9_copd_asthma_tf	Interferon at the crossroads of allergy and viral infections.
25938935	2015	Am J Respir Cell Mol Biol	Journal Article;Research Support, N.I.H., Extramural;Review	Q9_copd_asthma_tf	Circadian clock-coupled lung cellular and molecular functions in chronic airway diseases.
25863981	2015	J Allergy Clin Immunol	Journal Article	Q9_copd_asthma_tf	Transcriptome analysis of controlled and therapy-resistant childhood asthma reveals distinct gene expression profiles.
25839115	2015	J Ethnopharmacol	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	In vitro and in vivo anti-inflammatory activity of Phyllanthus acidus methanolic extract.
27678244	2016	Genome Biol	Journal Article	Q2_scenic_lung	Time-resolved dual RNA-seq reveals extensive rewiring of lung epithelial and pneumococcal transcriptomes during early infection.
27553415	2016	Tuberculosis (Edinb)	Comparative Study;Journal Article	Q2_scenic_lung	Sputum is a surrogate for bronchoalveolar lavage for monitoring Mycobacterium tuberculosis transcriptional profiles in TB patients.
27534685	2016	J Infect Dis	Journal Article	Q2_scenic_lung	Adaptation of Mycobacterium tuberculosis to Impaired Host Immunity in HIV-Infected Patients.
27495169	2016	BMC Genomics	Journal Article;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Functional characterization of the Mycobacterium abscessus genome coupled with condition specific transcriptomics reveals conserved molecular strategies for host adaptation and persistence.
27381916	2016	J Bacteriol	Journal Article	Q2_scenic_lung	Choline Catabolism in Burkholderia thailandensis Is Regulated by Multiple Glutamine Amidotransferase 1-Containing AraC Family Transcriptional Regulators.
27345215	2016	Sci Rep	Journal Article;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Ndk, a novel host-responsive regulator, negatively regulates bacterial virulence through quorum sensing in Pseudomonas aeruginosa.
27253086	2016	Am J Respir Cell Mol Biol	Journal Article	Q2_scenic_lung	Cigarette Smoke Extract-Exposed Methicillin-Resistant Staphylococcus aureus Regulates Leukocyte Function for Pulmonary Persistence.
26530889	2016	J Hazard Mater	Journal Article;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Inhibition of lipopolysaccharide induced acute inflammation in lung by chlorination.
27832175	2016	PLoS One	Journal Article	Q9_copd_asthma_tf	RNAi Screen for NRF2 Inducers Identifies Targets That Rescue Primary Lung Epithelial Cells from Cigarette Smoke Induced Radical Stress.
27236331	2016	Arch Immunol Ther Exp (Warsz)	Journal Article;Review	Q9_copd_asthma_tf	Transcription Factor NF-κB: An Update on Intervention Strategies.
27711190	2016	PLoS One	Journal Article;Randomized Controlled Trial	Q9_copd_asthma_tf	The Role of Vitamin D in the Transcriptional Program of Human Pregnancy.
27667568	2016	Pulm Pharmacol Ther	Journal Article;Review;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Inundation of asthma target research: Untangling asthma riddles.
27454254	2016	BMC Genomics	Journal Article	Q9_copd_asthma_tf	Abstracts from the 3rd International Genomic Medicine Conference (3rd IGMC 2015) : Jeddah, Kingdom of Saudi Arabia. 30 November - 3 December 2015.
27453494	2016	Pulm Pharmacol Ther	Journal Article;Review	Q9_copd_asthma_tf	Molecularly targeted therapies for asthma: Current development, challenges and potential clinical translation.
27420972	2016	Genet Mol Res	Journal Article	Q9_copd_asthma_tf	Data integration for identification of important transcription factors of STAT6-mediated cell fate decisions.
27356682	2016	Asian Pac J Cancer Prev	Journal Article;Review	Q9_copd_asthma_tf	Curcumin: a Polyphenol with Molecular Targets for Cancer Control.
27188427	2016	Mol Biol Rep	Journal Article	Q9_copd_asthma_tf	Identifying a biomarker network for corticosteroid resistance in asthma from bronchoalveolar lavage samples.
27090934	2016	J Allergy Clin Immunol	Journal Article;Review	Q9_copd_asthma_tf	Advances and highlights in mechanisms of allergic disease in 2015.
27076634	2016	J Biol Chem	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Cistrome-based Cooperation between Airway Epithelial Glucocorticoid Receptor and NF-κB Orchestrates Anti-inflammatory Effects.
26711001	2016	J Sci Food Agric	Journal Article;Review	Q9_copd_asthma_tf	The potential of food protein-derived anti-inflammatory peptides against various chronic inflammatory diseases.
26684251	2016	Am J Physiol Lung Cell Mol Physiol	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Antimitogenic effect of bitter taste receptor agonists on airway smooth muscle cells.
26643666	2016	Med Hypotheses	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Salicylic acid derivatives as potential anti asthmatic agents using disease responsive drug delivery system for prophylactic therapy of allergic asthma.
25982578	2016	Allergol Immunopathol (Madr)	Journal Article;Observational Study	Q9_copd_asthma_tf	Analysis of FOXP3 gene in children with allergy and autoimmune diseases.
28874378	2017	Antimicrob Agents Chemother	Journal Article	Q2_scenic_lung	Mycobacterium abscessus WhiB7 Regulates a Species-Specific Repertoire of Genes To Confer Extreme Antibiotic Resistance.
28630063	2017	Infect Immun	Journal Article	Q2_scenic_lung	Listeria-Vectored Vaccine Expressing the Mycobacterium tuberculosis 30-Kilodalton Major Secretory Protein via the Constitutively Active prfA* Regulon Boosts Mycobacterium bovis BCG Efficacy against Tuberculosis.
28482027	2017	Nucleic Acids Res	Journal Article	Q2_scenic_lung	Cmr is a redox-responsive regulator of DosR that contributes to M. tuberculosis virulence.
28454650	2017	Tuberculosis (Edinb)	Comparative Study;Journal Article;Multicenter Study	Q2_scenic_lung	Significant under expression of the DosR regulon in M. tuberculosis complex lineage 6 in sputum.
28272457	2017	Sci Rep	Journal Article;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Novel vaccine potential of Rv3131, a DosR regulon-encoded putative nitroreductase, against hyper-virulent Mycobacterium tuberculosis strain K.
28255560	2017	J Immunol Res	Journal Article	Q2_scenic_lung	Humoral Responses to Rv1733c, Rv0081, Rv1735c, and Rv1737c DosR Regulon-Encoded Proteins of Mycobacterium tuberculosis in Individuals with Latent Tuberculosis Infection.
28135421	2017	Am J Respir Cell Mol Biol	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Hypoxia Sensing and Persistence Genes Are Expressed during the Intragranulomatous Survival of Mycobacterium tuberculosis.
27849178	2017	Infect Immun	Journal Article	Q2_scenic_lung	Modulation of Pertussis and Adenylate Cyclase Toxins by Sigma Factor RpoE in Bordetella pertussis.
28798251	2017	Am J Physiol Lung Cell Mol Physiol	Journal Article;Review	Q4_lung_atlas	LungMAP: The Molecular Atlas of Lung Development Program.
28408205	2017	Dev Biol	Journal Article;Research Support, N.I.H., Extramural	Q4_lung_atlas	Temporal, spatial, and phenotypical changes of PDGFRα expressing fibroblasts during late lung development.
30231727	2017	Ther Innov Regul Sci	Journal Article	Q4_lung_atlas	Ethical Considerations in Adaptive Design Clinical Trials.
28070014	2017	Thorax	Journal Article	Q4_lung_atlas	Lung Gene Expression Analysis (LGEA): an integrative web portal for comprehensive gene expression data analysis in lung development.
29237467	2017	BMC Syst Biol	Journal Article	Q9_copd_asthma_tf	Estimating drivers of cell state transitions using gene regulatory network models.
29032487	2017	Arch Pharm Res	Journal Article;Review	Q9_copd_asthma_tf	Pathological and therapeutic roles of innate lymphoid cells in diverse diseases.
28790817	2017	Int J Chron Obstruct Pulmon Dis	Journal Article;Review	Q9_copd_asthma_tf	Emerging pharmaceutical therapies for COPD.
28617945	2017	Immunology	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	microRNA cluster 106a~363 is involved in T helper 17 cell differentiation.
28497800	2017	Nat Commun	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Reciprocal regulation of the Il9 locus by counteracting activities of transcription factors IRF1 and IRF4.
28484126	2017	J Smooth Muscle Res	Journal Article;Review	Q9_copd_asthma_tf	Mechanisms underlying the pathogenesis of hyper-contractility of bronchial smooth muscle in allergic asthma.
28420758	2017	Sci Signal	Journal Article	Q9_copd_asthma_tf	The FOXM1 inhibitor RCM-1 suppresses goblet cell metaplasia and prevents IL-13 and STAT6 signaling in allergen-exposed mice.
28383034	2017	Sci Rep	Journal Article	Q9_copd_asthma_tf	Pulmonary microRNA profiles identify involvement of Creb1 and Sec14l3 in bronchial epithelial changes in allergic asthma.
28375666	2017	Am J Respir Cell Mol Biol	Journal Article;Research Support, N.I.H., Extramural	Q9_copd_asthma_tf	Glucocorticoid Receptor ChIP-Seq Identifies PLCD1 as a KLF15 Target that Represses Airway Smooth Muscle Hypertrophy.
28344354	2017	Sci Rep	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	HDAC1-3 inhibitor MS-275 enhances IL10 expression in RAW264.7 macrophages and reduces cigarette smoke-induced airway inflammation in mice.
28320933	2017	Proc Natl Acad Sci U S A	Journal Article;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	Activin-A co-opts IRF4 and AhR signaling to induce human regulatory T cells that restrain asthmatic responses.
28235772	2017	J Leukoc Biol	Journal Article	Q9_copd_asthma_tf	Frontline Science: Shh production and Gli signaling is activated in vivo in lung, enhancing the Th2 response during a murine model of allergic asthma.
28220305	2017	Lung	Journal Article	Q9_copd_asthma_tf	Homeobox, Wnt, and Fibroblast Growth Factor Signaling is Augmented During Alveogenesis in Mice Lacking Superoxide Dismutase 3, Extracellular.
27939939	2017	Pharmacol Ther	Journal Article;Review	Q9_copd_asthma_tf	CD38 in the pathogenesis of allergic airway disease: Potential therapeutic targets.
27910098	2017	Eur J Immunol	Journal Article	Q9_copd_asthma_tf	GATA-3-specific DNAzyme - A novel approach for stratified asthma therapy.
27864288	2017	Am J Physiol Lung Cell Mol Physiol	Journal Article;Review;Research Support, Non-U.S. Gov't	Q9_copd_asthma_tf	The role of nuclear factor-erythroid 2 related factor 2 (Nrf-2) in the protection against lung injury.
27842724	2017	Allergol Immunopathol (Madr)	Journal Article	Q9_copd_asthma_tf	Uncovering potential key genes associated with the pathogenesis of asthma: A microarray analysis of asthma-relevant tissues.
30335144	2018	Genome Biol Evol	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Moraxella catarrhalis Restriction-Modification Systems Are Associated with Phylogenetic Lineage and Disease.
30297364	2018	Antimicrob Agents Chemother	Journal Article;Research Support, N.I.H., Extramural	Q2_scenic_lung	Two Regulators, PA3898 and PA2100, Modulate the Pseudomonas aeruginosa Multidrug Resistance MexAB-OprM and EmrAB Efflux Pumps and Biofilm Formation.
30165663	2018	Nucleic Acids Res	Journal Article;Research Support, Non-U.S. Gov't	Q2_scenic_lung	High-resolution analysis of the pneumococcal transcriptome under a wide range of infection-relevant conditions.
29995308	2018	Mol Microbiol	Journal Article;Research Support, N.I.H., Extramural	Q2_scenic_lung	Novel dual regulators of Pseudomonas aeruginosa essential for productive biofilms and virulence.
29775484	2018	PLoS Pathog	Journal Article;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Pseudomonas aeruginosa type IV minor pilins and PilY1 regulate virulence by modulating FimS-AlgR activity.
29717063	2018	Sci Signal	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Nuclear PTEN enhances the maturation of a microRNA regulon to limit MyD88-dependent susceptibility to sepsis.
29608794	2018	Mol Microbiol	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Genome-wide analysis of the regulation of Cu metabolism in Cryptococcus neoformans.
29310595	2018	BMC Infect Dis	Journal Article;Research Support, Non-U.S. Gov't	Q2_scenic_lung	Potential of DosR and Rpf antigens from Mycobacterium tuberculosis to discriminate between latent and active tuberculosis in a tuberculosis endemic population of Medellin Colombia.
30194354	2018	Sci Rep	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.	Q4_lung_atlas	Cell type-resolved human lung lipidome reveals cellular cooperation in lung function.
29975103	2018	Am J Physiol Lung Cell Mol Physiol	Journal Article;Research Support, N.I.H., Extramural	Q4_lung_atlas	Dissociation, cellular isolation, and initial molecular characterization of neonatal and pediatric human lung tissues.
29516783	2018	Am J Physiol Lung Cell Mol Physiol	Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.	Q4_lung_atlas	Time-resolved proteome profiling of normal lung development.
29329112	2018	Curr Opin Oncol	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Review	Q4_lung_atlas	Master protocols in lung cancer: experience from Lung Master Protocol.
30531792	2018	Sci Rep	Journal Article;Research Support, Non-U.S. Gov't	Q5_lung_chipseq_tf	Chromatin accessibility identifies diversity in mesenchymal stem cells from different tissue origins.
30873483	2018	J Clin Transl Res	Journal Article	Q8_ipf_tf	CCAAT/enhancer binding protein delta (C/EBPδ) deficiency does not affect bleomycin-induced pulmonary fibrosis.
30560874	2018	Sci Rep	Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	HIF-1α triggers ER stress and CHOP-mediated apoptosis in alveolar epithelial cells, a key event in pulmonary fibrosis.
30481203	2018	PLoS One	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't	Q8_ipf_tf	Comparison of the antifibrotic effects of the pan-histone deacetylase-inhibitor panobinostat versus the IPF-drug pirfenidone in fibroblasts from patients with idiopathic pulmonary fibrosis.
30257954	2018	Sci Transl Med	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	Q8_ipf_tf	PD-1 up-regulation on CD4(+) T cells promotes pulmonary fibrosis through STAT3-mediated IL-17A and TGF-β1 production.
